2025-05-05 19:20:04,405 INFO    StreamThr :32634 [internal.py:wandb_internal():86] W&B internal server running at pid: 32634, started at: 2025-05-05 19:20:04.404912
2025-05-05 19:20:04,407 DEBUG   HandlerThread:32634 [handler.py:handle_request():146] handle_request: status
2025-05-05 19:20:04,409 INFO    WriterThread:32634 [datastore.py:open_for_write():87] open: /home/patrick/Documents/simpleDreamer/wandb/run-20250505_192004-7nnk46np/run-7nnk46np.wandb
2025-05-05 19:20:04,409 DEBUG   SenderThread:32634 [sender.py:send():379] send: header
2025-05-05 19:20:04,411 DEBUG   SenderThread:32634 [sender.py:send():379] send: run
2025-05-05 19:20:04,623 INFO    SenderThread:32634 [dir_watcher.py:__init__():211] watching files in: /home/patrick/Documents/simpleDreamer/wandb/run-20250505_192004-7nnk46np/files
2025-05-05 19:20:04,623 INFO    SenderThread:32634 [sender.py:_start_run_threads():1124] run started: 7nnk46np with start time 1746487204.404544
2025-05-05 19:20:04,628 DEBUG   HandlerThread:32634 [handler.py:handle_request():146] handle_request: check_version
2025-05-05 19:20:04,628 DEBUG   SenderThread:32634 [sender.py:send_request():406] send_request: check_version
2025-05-05 19:20:04,719 DEBUG   HandlerThread:32634 [handler.py:handle_request():146] handle_request: run_start
2025-05-05 19:20:04,729 DEBUG   HandlerThread:32634 [system_info.py:__init__():26] System info init
2025-05-05 19:20:04,729 DEBUG   HandlerThread:32634 [system_info.py:__init__():41] System info init done
2025-05-05 19:20:04,729 INFO    HandlerThread:32634 [system_monitor.py:start():194] Starting system monitor
2025-05-05 19:20:04,729 INFO    SystemMonitor:32634 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-05-05 19:20:04,730 INFO    HandlerThread:32634 [system_monitor.py:probe():214] Collecting system info
2025-05-05 19:20:04,730 INFO    SystemMonitor:32634 [interfaces.py:start():190] Started cpu monitoring
2025-05-05 19:20:04,730 INFO    SystemMonitor:32634 [interfaces.py:start():190] Started disk monitoring
2025-05-05 19:20:04,731 INFO    SystemMonitor:32634 [interfaces.py:start():190] Started gpu monitoring
2025-05-05 19:20:04,731 INFO    SystemMonitor:32634 [interfaces.py:start():190] Started memory monitoring
2025-05-05 19:20:04,732 INFO    SystemMonitor:32634 [interfaces.py:start():190] Started network monitoring
2025-05-05 19:20:04,746 DEBUG   HandlerThread:32634 [system_info.py:probe():150] Probing system
2025-05-05 19:20:04,747 DEBUG   HandlerThread:32634 [system_info.py:_probe_git():135] Probing git
2025-05-05 19:20:04,751 DEBUG   HandlerThread:32634 [system_info.py:_probe_git():143] Probing git done
2025-05-05 19:20:04,751 DEBUG   HandlerThread:32634 [system_info.py:probe():198] Probing system done
2025-05-05 19:20:04,751 DEBUG   HandlerThread:32634 [system_monitor.py:probe():223] {'os': 'Linux-6.8.0-57-generic-x86_64-with-glibc2.35', 'python': '3.10.12', 'heartbeatAt': '2025-05-05T23:20:04.746353', 'startedAt': '2025-05-05T23:20:04.400562', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/patrick/Documents/simpleDreamer/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'git@github.com:aLadNamedPat/simpleDreamer.git', 'commit': 'a4c1bcf59d9a0ed75b915cfbcabcfe460cda351d'}, 'email': 'Pattheboy135@gmail.com', 'root': '/home/patrick/Documents/simpleDreamer', 'host': 'patrick-Swift-SFX14-41G', 'username': 'patrick', 'executable': '/usr/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3.4120625, 'min': 400.0, 'max': 4507.0}, 'cpu_freq_per_core': [{'current': 4.414, 'min': 400.0, 'max': 4507.0}, {'current': 0.4, 'min': 400.0, 'max': 4507.0}, {'current': 3.544, 'min': 400.0, 'max': 4507.0}, {'current': 0.4, 'min': 400.0, 'max': 4507.0}, {'current': 4.413, 'min': 400.0, 'max': 4507.0}, {'current': 4.416, 'min': 400.0, 'max': 4507.0}, {'current': 3.951, 'min': 400.0, 'max': 4507.0}, {'current': 3.528, 'min': 400.0, 'max': 4507.0}, {'current': 3.53, 'min': 400.0, 'max': 4507.0}, {'current': 0.4, 'min': 400.0, 'max': 4507.0}, {'current': 3.529, 'min': 400.0, 'max': 4507.0}, {'current': 3.531, 'min': 400.0, 'max': 4507.0}, {'current': 3.532, 'min': 400.0, 'max': 4507.0}, {'current': 2.65, 'min': 400.0, 'max': 4507.0}, {'current': 3.53, 'min': 400.0, 'max': 4507.0}, {'current': 3.515, 'min': 400.0, 'max': 4507.0}], 'disk': {'/': {'total': 319.5916442871094, 'used': 254.13856506347656}}, 'gpu': 'NVIDIA GeForce RTX 3050 Ti Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3050 Ti Laptop GPU', 'memory_total': 4294967296}], 'memory': {'total': 14.97756576538086}}
2025-05-05 19:20:04,751 INFO    HandlerThread:32634 [system_monitor.py:probe():224] Finished collecting system info
2025-05-05 19:20:04,751 INFO    HandlerThread:32634 [system_monitor.py:probe():227] Publishing system info
2025-05-05 19:20:04,752 INFO    HandlerThread:32634 [system_monitor.py:probe():229] Finished publishing system info
2025-05-05 19:20:04,755 DEBUG   SenderThread:32634 [sender.py:send():379] send: files
2025-05-05 19:20:04,755 INFO    SenderThread:32634 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2025-05-05 19:20:04,999 DEBUG   HandlerThread:32634 [handler.py:handle_request():146] handle_request: python_packages
2025-05-05 19:20:05,000 DEBUG   SenderThread:32634 [sender.py:send_request():406] send_request: python_packages
2025-05-05 19:20:05,036 INFO    wandb-upload_0:32634 [upload_job.py:push():131] Uploaded file /tmp/tmpl_2qhxzmwandb/o1x451d5-wandb-metadata.json
2025-05-05 19:20:05,040 DEBUG   HandlerThread:32634 [handler.py:handle_request():146] handle_request: stop_status
2025-05-05 19:20:05,040 DEBUG   HandlerThread:32634 [handler.py:handle_request():146] handle_request: internal_messages
2025-05-05 19:20:05,040 DEBUG   SenderThread:32634 [sender.py:send_request():406] send_request: stop_status
2025-05-05 19:20:05,136 DEBUG   SenderThread:32634 [sender.py:send():379] send: telemetry
2025-05-05 19:20:05,628 INFO    Thread-12 :32634 [dir_watcher.py:_on_file_created():271] file/dir created: /home/patrick/Documents/simpleDreamer/wandb/run-20250505_192004-7nnk46np/files/requirements.txt
2025-05-05 19:20:05,628 INFO    Thread-12 :32634 [dir_watcher.py:_on_file_created():271] file/dir created: /home/patrick/Documents/simpleDreamer/wandb/run-20250505_192004-7nnk46np/files/wandb-metadata.json
2025-05-05 19:20:06,625 INFO    Thread-12 :32634 [dir_watcher.py:_on_file_created():271] file/dir created: /home/patrick/Documents/simpleDreamer/wandb/run-20250505_192004-7nnk46np/files/output.log
2025-05-05 19:20:07,263 DEBUG   SenderThread:32634 [sender.py:send():379] send: exit
2025-05-05 19:20:07,263 INFO    SenderThread:32634 [sender.py:send_exit():586] handling exit code: 1
2025-05-05 19:20:07,263 INFO    SenderThread:32634 [sender.py:send_exit():588] handling runtime: 2
