2025-05-05 19:31:20,924 INFO    StreamThr :34970 [internal.py:wandb_internal():86] W&B internal server running at pid: 34970, started at: 2025-05-05 19:31:20.923527
2025-05-05 19:31:20,925 DEBUG   HandlerThread:34970 [handler.py:handle_request():146] handle_request: status
2025-05-05 19:31:20,928 INFO    WriterThread:34970 [datastore.py:open_for_write():87] open: /home/patrick/Documents/simpleDreamer/wandb/run-20250505_193120-0czul6qr/run-0czul6qr.wandb
2025-05-05 19:31:20,928 DEBUG   SenderThread:34970 [sender.py:send():379] send: header
2025-05-05 19:31:20,929 DEBUG   SenderThread:34970 [sender.py:send():379] send: run
2025-05-05 19:31:21,184 INFO    SenderThread:34970 [dir_watcher.py:__init__():211] watching files in: /home/patrick/Documents/simpleDreamer/wandb/run-20250505_193120-0czul6qr/files
2025-05-05 19:31:21,184 INFO    SenderThread:34970 [sender.py:_start_run_threads():1124] run started: 0czul6qr with start time 1746487880.923166
2025-05-05 19:31:21,192 DEBUG   HandlerThread:34970 [handler.py:handle_request():146] handle_request: check_version
2025-05-05 19:31:21,192 DEBUG   SenderThread:34970 [sender.py:send_request():406] send_request: check_version
2025-05-05 19:31:21,277 DEBUG   HandlerThread:34970 [handler.py:handle_request():146] handle_request: run_start
2025-05-05 19:31:21,287 DEBUG   HandlerThread:34970 [system_info.py:__init__():26] System info init
2025-05-05 19:31:21,287 DEBUG   HandlerThread:34970 [system_info.py:__init__():41] System info init done
2025-05-05 19:31:21,287 INFO    HandlerThread:34970 [system_monitor.py:start():194] Starting system monitor
2025-05-05 19:31:21,287 INFO    SystemMonitor:34970 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-05-05 19:31:21,288 INFO    HandlerThread:34970 [system_monitor.py:probe():214] Collecting system info
2025-05-05 19:31:21,288 INFO    SystemMonitor:34970 [interfaces.py:start():190] Started cpu monitoring
2025-05-05 19:31:21,288 INFO    SystemMonitor:34970 [interfaces.py:start():190] Started disk monitoring
2025-05-05 19:31:21,289 INFO    SystemMonitor:34970 [interfaces.py:start():190] Started gpu monitoring
2025-05-05 19:31:21,289 INFO    SystemMonitor:34970 [interfaces.py:start():190] Started memory monitoring
2025-05-05 19:31:21,290 INFO    SystemMonitor:34970 [interfaces.py:start():190] Started network monitoring
2025-05-05 19:31:21,296 DEBUG   HandlerThread:34970 [system_info.py:probe():150] Probing system
2025-05-05 19:31:21,298 DEBUG   HandlerThread:34970 [system_info.py:_probe_git():135] Probing git
2025-05-05 19:31:21,301 DEBUG   HandlerThread:34970 [system_info.py:_probe_git():143] Probing git done
2025-05-05 19:31:21,301 DEBUG   HandlerThread:34970 [system_info.py:probe():198] Probing system done
2025-05-05 19:31:21,301 DEBUG   HandlerThread:34970 [system_monitor.py:probe():223] {'os': 'Linux-6.8.0-57-generic-x86_64-with-glibc2.35', 'python': '3.10.12', 'heartbeatAt': '2025-05-05T23:31:21.296791', 'startedAt': '2025-05-05T23:31:20.919231', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/patrick/Documents/simpleDreamer/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'git@github.com:aLadNamedPat/simpleDreamer.git', 'commit': 'a4c1bcf59d9a0ed75b915cfbcabcfe460cda351d'}, 'email': 'Pattheboy135@gmail.com', 'root': '/home/patrick/Documents/simpleDreamer', 'host': 'patrick-Swift-SFX14-41G', 'username': 'patrick', 'executable': '/usr/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2.6809999999999996, 'min': 400.0, 'max': 4507.0}, 'cpu_freq_per_core': [{'current': 4.35, 'min': 400.0, 'max': 4507.0}, {'current': 3.55, 'min': 400.0, 'max': 4507.0}, {'current': 4.441, 'min': 400.0, 'max': 4507.0}, {'current': 4.444, 'min': 400.0, 'max': 4507.0}, {'current': 3.552, 'min': 400.0, 'max': 4507.0}, {'current': 0.4, 'min': 400.0, 'max': 4507.0}, {'current': 0.4, 'min': 400.0, 'max': 4507.0}, {'current': 3.554, 'min': 400.0, 'max': 4507.0}, {'current': 3.553, 'min': 400.0, 'max': 4507.0}, {'current': 0.4, 'min': 400.0, 'max': 4507.0}, {'current': 3.934, 'min': 400.0, 'max': 4507.0}, {'current': 0.4, 'min': 400.0, 'max': 4507.0}, {'current': 3.552, 'min': 400.0, 'max': 4507.0}, {'current': 2.276, 'min': 400.0, 'max': 4507.0}, {'current': 2.679, 'min': 400.0, 'max': 4507.0}, {'current': 0.4, 'min': 400.0, 'max': 4507.0}], 'disk': {'/': {'total': 319.5916442871094, 'used': 254.15396881103516}}, 'gpu': 'NVIDIA GeForce RTX 3050 Ti Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3050 Ti Laptop GPU', 'memory_total': 4294967296}], 'memory': {'total': 14.97756576538086}}
2025-05-05 19:31:21,302 INFO    HandlerThread:34970 [system_monitor.py:probe():224] Finished collecting system info
2025-05-05 19:31:21,302 INFO    HandlerThread:34970 [system_monitor.py:probe():227] Publishing system info
2025-05-05 19:31:21,302 INFO    HandlerThread:34970 [system_monitor.py:probe():229] Finished publishing system info
2025-05-05 19:31:21,304 DEBUG   SenderThread:34970 [sender.py:send():379] send: files
2025-05-05 19:31:21,305 INFO    SenderThread:34970 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
