2025-05-05 19:36:35,179 INFO    StreamThr :35655 [internal.py:wandb_internal():86] W&B internal server running at pid: 35655, started at: 2025-05-05 19:36:35.178467
2025-05-05 19:36:35,180 DEBUG   HandlerThread:35655 [handler.py:handle_request():146] handle_request: status
2025-05-05 19:36:35,182 INFO    WriterThread:35655 [datastore.py:open_for_write():87] open: /home/patrick/Documents/simpleDreamer/wandb/run-20250505_193635-q9wv3q8q/run-q9wv3q8q.wandb
2025-05-05 19:36:35,182 DEBUG   SenderThread:35655 [sender.py:send():379] send: header
2025-05-05 19:36:35,184 DEBUG   SenderThread:35655 [sender.py:send():379] send: run
2025-05-05 19:36:35,466 INFO    SenderThread:35655 [dir_watcher.py:__init__():211] watching files in: /home/patrick/Documents/simpleDreamer/wandb/run-20250505_193635-q9wv3q8q/files
2025-05-05 19:36:35,466 INFO    SenderThread:35655 [sender.py:_start_run_threads():1124] run started: q9wv3q8q with start time 1746488195.178037
2025-05-05 19:36:35,476 DEBUG   HandlerThread:35655 [handler.py:handle_request():146] handle_request: check_version
2025-05-05 19:36:35,476 DEBUG   SenderThread:35655 [sender.py:send_request():406] send_request: check_version
2025-05-05 19:36:35,558 DEBUG   HandlerThread:35655 [handler.py:handle_request():146] handle_request: run_start
2025-05-05 19:36:35,568 DEBUG   HandlerThread:35655 [system_info.py:__init__():26] System info init
2025-05-05 19:36:35,568 DEBUG   HandlerThread:35655 [system_info.py:__init__():41] System info init done
2025-05-05 19:36:35,568 INFO    HandlerThread:35655 [system_monitor.py:start():194] Starting system monitor
2025-05-05 19:36:35,568 INFO    SystemMonitor:35655 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-05-05 19:36:35,569 INFO    HandlerThread:35655 [system_monitor.py:probe():214] Collecting system info
2025-05-05 19:36:35,569 INFO    SystemMonitor:35655 [interfaces.py:start():190] Started cpu monitoring
2025-05-05 19:36:35,570 INFO    SystemMonitor:35655 [interfaces.py:start():190] Started disk monitoring
2025-05-05 19:36:35,570 INFO    SystemMonitor:35655 [interfaces.py:start():190] Started gpu monitoring
2025-05-05 19:36:35,571 INFO    SystemMonitor:35655 [interfaces.py:start():190] Started memory monitoring
2025-05-05 19:36:35,571 INFO    SystemMonitor:35655 [interfaces.py:start():190] Started network monitoring
2025-05-05 19:36:35,586 DEBUG   HandlerThread:35655 [system_info.py:probe():150] Probing system
2025-05-05 19:36:35,587 DEBUG   HandlerThread:35655 [system_info.py:_probe_git():135] Probing git
2025-05-05 19:36:35,591 DEBUG   HandlerThread:35655 [system_info.py:_probe_git():143] Probing git done
2025-05-05 19:36:35,591 DEBUG   HandlerThread:35655 [system_info.py:probe():198] Probing system done
